HSAID,HSANAME,HRRID,HRRNAME
23116,MI- TRAVERSE CITY,249,MI- TRAVERSE CITY
23117,MI- TRENTON,233,MI- DEARBORN
23118,MI- TROY,245,MI- ROYAL OAK
23119,MI- WARREN,234,MI- DETROIT
23120,MI- WATERVLIET,248,MI- ST JOSEPH
23121,MI- WAYNE,232,MI- ANN ARBOR
23122,MI- WEST BRANCH,246,MI- SAGINAW
23124,MI- WYANDOTTE,233,MI- DEARBORN
23127,MI- ZEELAND,236,MI- GRAND RAPIDS
24001,MN- ADA,322,ND- FARGO MOORHEAD -MN
24003,MN- AITKIN,251,MN- MINNEAPOLIS
24005,MN- ALBERT LEA,253,MN- ROCHESTER
24006,MN- ALEXANDRIA,251,MN- MINNEAPOLIS
24007,MN- APPLETON,251,MN- MINNEAPOLIS
24008,MN- ARLINGTON,251,MN- MINNEAPOLIS
24009,MN- AURORA,250,MN- DULUTH
24010,MN- AUSTIN,253,MN- ROCHESTER
24011,MN- BAGLEY,322,ND- FARGO MOORHEAD -MN
24012,MN- BAUDETTE,323,ND- GRAND FORKS
24013,MN- BEMIDJI,322,ND- FARGO MOORHEAD -MN
24014,MN- BENSON,254,MN- ST CLOUD
24015,MN- BIGFORK,251,MN- MINNEAPOLIS
24016,MN- BLUE EARTH,251,MN- MINNEAPOLIS
24017,MN- BRAINERD,251,MN- MINNEAPOLIS
24018,MN- BRECKENRIDGE,322,ND- FARGO MOORHEAD -MN
24019,MN- BUFFALO,251,MN- MINNEAPOLIS
24020,MN- BURNSVILLE,251,MN- MINNEAPOLIS
24021,MN- CAMBRIDGE,251,MN- MINNEAPOLIS
24022,MN- CANBY,371,SD- SIOUX FALLS
24023,MN- CANNON FALLS,253,MN- ROCHESTER
24024,MN- CHISAGO CITY,256,MN- ST PAUL
24025,MN- CLOQUET,250,MN- DULUTH
24027,MN- COOK,250,MN- DULUTH
24028,MN- CROOKSTON,323,ND- GRAND FORKS
24029,MN- CROSBY,251,MN- MINNEAPOLIS
24030,MN- DAWSON,251,MN- MINNEAPOLIS
24031,MN- DEER RIVER,251,MN- MINNEAPOLIS
24032,MN- DETROIT LAKES,322,ND- FARGO MOORHEAD -MN
24033,MN- DULUTH,250,MN- DULUTH
24034,MN- ELBOW LAKE,322,ND- FARGO MOORHEAD -MN
24035,MN- ELY,250,MN- DULUTH
24037,MN- FAIRMONT,251,MN- MINNEAPOLIS
24038,MN- FARIBAULT,251,MN- MINNEAPOLIS
24039,MN- FARMINGTON,256,MN- ST PAUL
24040,MN- FERGUS FALLS,322,ND- FARGO MOORHEAD -MN
24041,MN- FOREST LAKE,256,MN- ST PAUL
24042,MN- FOSSTON,322,ND- FARGO MOORHEAD -MN
24043,MN- GLENCOE,251,MN- MINNEAPOLIS
24044,MN- GLENWOOD,254,MN- ST CLOUD
24045,MN- GRACEVILLE,251,MN- MINNEAPOLIS
24046,MN- GRAND MARAIS,250,MN- DULUTH
24047,MN- GRAND RAPIDS,251,MN- MINNEAPOLIS
24048,MN- GRANITE FALLS,251,MN- MINNEAPOLIS
24050,MN- HALLOCK,323,ND- GRAND FORKS
24052,MN- HASTINGS,256,MN- ST PAUL
24053,MN- HENDRICKS,371,SD- SIOUX FALLS
24055,MN- HIBBING,251,MN- MINNEAPOLIS
24056,MN- HUTCHINSON,251,MN- MINNEAPOLIS
24057,MN- INTERNATIONAL FALLS,251,MN- MINNEAPOLIS
24058,MN- IVANHOE,371,SD- SIOUX FALLS
24059,MN- JACKSON,371,SD- SIOUX FALLS
24060,MN- KARLSTAD,323,ND- GRAND FORKS
24061,MN- LAKE CITY,253,MN- ROCHESTER
24062,MN- LAKEFIELD,371,SD- SIOUX FALLS
24063,MN- LE SUEUR,251,MN- MINNEAPOLIS
24064,MN- LITCHFIELD,251,MN- MINNEAPOLIS
24065,MN- LITTLE FALLS,251,MN- MINNEAPOLIS
24066,MN- LONG PRAIRIE,254,MN- ST CLOUD
24067,MN- LUVERNE,371,SD- SIOUX FALLS
24068,MN- MADELIA,251,MN- MINNEAPOLIS
24069,MN- MADISON,371,SD- SIOUX FALLS
24071,MN- MANKATO,251,MN- MINNEAPOLIS
24072,MN- MAPLEWOOD,256,MN- ST PAUL
24073,MN- MARSHALL,371,SD- SIOUX FALLS
24074,MN- MELROSE,254,MN- ST CLOUD
24076,MN- MINNEAPOLIS,251,MN- MINNEAPOLIS
24077,MN- MONTEVIDEO,251,MN- MINNEAPOLIS
24078,MN- MONTICELLO,251,MN- MINNEAPOLIS
24080,MN- MOOSE LAKE,250,MN- DULUTH
24081,MN- MORA,251,MN- MINNEAPOLIS
24082,MN- MORRIS,251,MN- MINNEAPOLIS
24084,MN- NEW PRAGUE,251,MN- MINNEAPOLIS
24085,MN- NEW ULM,251,MN- MINNEAPOLIS
24086,MN- NORTHFIELD,251,MN- MINNEAPOLIS
24087,MN- OLIVIA,251,MN- MINNEAPOLIS
24088,MN- ONAMIA,251,MN- MINNEAPOLIS
24089,MN- ORTONVILLE,371,SD- SIOUX FALLS
24090,MN- OWATONNA,253,MN- ROCHESTER
24091,MN- PARK RAPIDS,322,ND- FARGO MOORHEAD -MN
24093,MN- PAYNESVILLE,254,MN- ST CLOUD
24095,MN- PERHAM,322,ND- FARGO MOORHEAD -MN
24096,MN- PIPESTONE,371,SD- SIOUX FALLS
24097,MN- PRINCETON,251,MN- MINNEAPOLIS
24098,MN- RED WING,253,MN- ROCHESTER
24099,MN- REDWOOD FALLS,251,MN- MINNEAPOLIS
24100,MN- ROBBINSDALE,251,MN- MINNEAPOLIS
24101,MN- ROCHESTER,253,MN- ROCHESTER
24102,MN- ROSEAU,323,ND- GRAND FORKS
24103,MN- RUSH CITY,251,MN- MINNEAPOLIS
24104,MN- SANDSTONE,251,MN- MINNEAPOLIS
24105,MN- SAUK CENTRE,254,MN- ST CLOUD
24106,MN- SHAKOPEE,251,MN- MINNEAPOLIS
24107,MN- SLAYTON,371,SD- SIOUX FALLS
24108,MN- SLEEPY EYE,251,MN- MINNEAPOLIS
24112,MN- SPRINGFIELD,251,MN- MINNEAPOLIS
24113,MN- ST CLOUD,254,MN- ST CLOUD
24114,MN- ST JAMES,251,MN- MINNEAPOLIS
24115,MN- ST LOUIS PARK,251,MN- MINNEAPOLIS
24116,MN- ST PAUL,256,MN- ST PAUL
24117,MN- ST PETER,251,MN- MINNEAPOLIS
24118,MN- STAPLES,254,MN- ST CLOUD
24119,MN- STARBUCK,254,MN- ST CLOUD
24120,MN- STILLWATER,256,MN- ST PAUL
24121,MN- THIEF RIVER FALLS,322,ND- FARGO MOORHEAD -MN
24122,MN- TRACY,371,SD- SIOUX FALLS
24124,MN- TWO HARBORS,250,MN- DULUTH
24125,MN- TYLER,371,SD- SIOUX FALLS
24126,MN- VIRGINIA,250,MN- DULUTH
24127,MN- WABASHA,253,MN- ROCHESTER
24128,MN- WACONIA,251,MN- MINNEAPOLIS
24129,MN- WADENA,251,MN- MINNEAPOLIS
24130,MN- WARREN,323,ND- GRAND FORKS
24131,MN- WASECA,251,MN- MINNEAPOLIS
24133,MN- WESTBROOK,371,SD- SIOUX FALLS
24134,MN- WHEATON,251,MN- MINNEAPOLIS
24135,MN- WILLMAR,251,MN- MINNEAPOLIS
24136,MN- WINDOM,371,SD- SIOUX FALLS
24137,MN- WINONA,448,WI- LA CROSSE
24138,MN- WORTHINGTON,371,SD- SIOUX FALLS
24141,MN- REDLAKE,322,ND- FARGO MOORHEAD -MN
25002,MS- ACKERMAN,259,MS- JACKSON
25003,MS- AMORY,262,MS- TUPELO
25004,MS- BATESVILLE,261,MS- OXFORD
25006,MS- BAY ST LOUIS,220,LA- SLIDELL
25007,MS- BELZONI,259,MS- JACKSON
25008,MS- BILOXI,257,MS- GULFPORT
25009,MS- BOONEVILLE,262,MS- TUPELO
25011,MS- BROOKHAVEN,259,MS- JACKSON
25012,MS- CALHOUN CITY,261,MS- OXFORD
25014,MS- CARTHAGE,259,MS- JACKSON
25015,MS- CENTREVILLE,210,LA- BATON ROUGE
25016,MS- CHARLESTON,261,MS- OXFORD
25017,MS- CLARKSDALE,379,TN- MEMPHIS
25018,MS- CLEVELAND,379,TN- MEMPHIS
25020,MS- COLUMBIA,259,MS- JACKSON
25021,MS- COLUMBUS,262,MS- TUPELO
25022,MS- CORINTH,379,TN- MEMPHIS
25025,MS- EUPORA,262,MS- TUPELO
25026,MS- FAYETTE,259,MS- JACKSON
25027,MS- FOREST,259,MS- JACKSON
25029,MS- GREENVILLE,379,TN- MEMPHIS
25030,MS- GREENWOOD,259,MS- JACKSON
25031,MS- GRENADA,261,MS- OXFORD
25032,MS- GULFPORT,257,MS- GULFPORT
25033,MS- HATTIESBURG,258,MS- HATTIESBURG
25034,MS- HAZLEHURST,259,MS- JACKSON
25036,MS- HOUSTON,261,MS- OXFORD
25037,MS- INDIANOLA,259,MS- JACKSON
25038,MS- IUKA,1,AL- BIRMINGHAM
25039,MS- JACKSON,259,MS- JACKSON
25040,MS- KILMICHAEL,259,MS- JACKSON
25041,MS- KOSCIUSKO,259,MS- JACKSON
25042,MS- LAUREL,258,MS- HATTIESBURG
25044,MS- LEXINGTON,259,MS- JACKSON
25045,MS- LOUISVILLE,259,MS- JACKSON
25046,MS- LUCEDALE,6,AL- MOBILE
25048,MS- MACON,260,MS- MERIDIAN
25050,MS- MAGEE,259,MS- JACKSON
25051,MS- MAGNOLIA,259,MS- JACKSON
25052,MS- MARKS,379,TN- MEMPHIS
25053,MS- MCCOMB,259,MS- JACKSON
25054,MS- MEADVILLE,259,MS- JACKSON
25055,MS- MENDENHALL,259,MS- JACKSON
25056,MS- MERIDIAN,260,MS- MERIDIAN
25057,MS- MONTICELLO,259,MS- JACKSON
25059,MS- NATCHEZ,259,MS- JACKSON
25060,MS- NEW ALBANY,262,MS- TUPELO
25063,MS- OXFORD,261,MS- OXFORD
25064,MS- PASCAGOULA,6,AL- MOBILE
25066,MS- PICAYUNE,220,LA- SLIDELL
25070,MS- PORT GIBSON,259,MS- JACKSON
25071,MS- PRENTISS,259,MS- JACKSON
25072,MS- QUITMAN,260,MS- MERIDIAN
25075,MS- RIPLEY,379,TN- MEMPHIS
25076,MS- ROLLING FORK,259,MS- JACKSON
25077,MS- RULEVILLE,259,MS- JACKSON
25082,MS- STARKVILLE,262,MS- TUPELO
25084,MS- TUPELO,262,MS- TUPELO
25085,MS- TYLERTOWN,259,MS- JACKSON
25087,MS- VICKSBURG,259,MS- JACKSON
25089,MS- WAYNESBORO,258,MS- HATTIESBURG
25090,MS- WEST POINT,262,MS- TUPELO
25093,MS- WINONA,259,MS- JACKSON
25094,MS- YAZOO CITY,259,MS- JACKSON
26001,MO- ALBANY,268,MO- KANSAS CITY
26002,MO- APPLETON CITY,268,MO- KANSAS CITY
26003,MO- AURORA,270,MO- SPRINGFIELD
26004,MO- BETHANY,268,MO- KANSAS CITY
26005,MO- BLUE SPRINGS,268,MO- KANSAS CITY
26006,MO- BOLIVAR,270,MO- SPRINGFIELD
26009,MO- BRANSON,270,MO- SPRINGFIELD
26010,MO- BROOKFIELD,264,MO- COLUMBIA
26011,MO- BUTLER,268,MO- KANSAS CITY
26012,MO- CAMERON,268,MO- KANSAS CITY
26013,MO- CAPE GIRARDEAU,263,MO- CAPE GIRARDEAU
26014,MO- CARROLLTON,268,MO- KANSAS CITY
26015,MO- CARTHAGE,267,MO- JOPLIN
26019,MO- CHILLICOTHE,268,MO- KANSAS CITY
26020,MO- CLINTON,268,MO- KANSAS CITY
26021,MO- COLUMBIA,264,MO- COLUMBIA
26022,MO- CRYSTAL CITY,273,MO- ST LOUIS
26023,MO- DEXTER,263,MO- CAPE GIRARDEAU
26025,MO- EL DORADO SPRINGS,270,MO- SPRINGFIELD
26026,MO- ELLINGTON,273,MO- ST LOUIS
26027,MO- EXCELSIOR SPRINGS,268,MO- KANSAS CITY
26028,MO- FAIRFAX,278,NE- OMAHA
26029,MO- FARMINGTON,273,MO- ST LOUIS
26031,MO- FREDERICKTOWN,273,MO- ST LOUIS
26033,MO- HANNIBAL,264,MO- COLUMBIA
26034,MO- HARRISONVILLE,268,MO- KANSAS CITY
26035,MO- HAYTI,263,MO- CAPE GIRARDEAU
26036,MO- HERMANN,264,MO- COLUMBIA
26037,MO- HOUSTON,270,MO- SPRINGFIELD
26038,MO- INDEPENDENCE,268,MO- KANSAS CITY
26039,MO- JEFFERSON CITY,264,MO- COLUMBIA
26040,MO- JOPLIN,267,MO- JOPLIN
26041,MO- KANSAS CITY,268,MO- KANSAS CITY
26042,MO- KENNETT,18,AR- JONESBORO
26043,MO- KIRKSVILLE,264,MO- COLUMBIA
26045,MO- LAKE SAINT LOUIS,273,MO- ST LOUIS
26046,MO- LAMAR,267,MO- JOPLIN
26048,MO- LEES SUMMIT,268,MO- KANSAS CITY
26049,MO- LEXINGTON,268,MO- KANSAS CITY
26050,MO- LIBERTY,268,MO- KANSAS CITY
26052,MO- LOUISIANA,273,MO- ST LOUIS
26053,MO- MACON,264,MO- COLUMBIA
26056,MO- MARSHALL,264,MO- COLUMBIA
26057,MO- MARYVILLE,268,MO- KANSAS CITY
26058,MO- MEMPHIS,192,IA- DES MOINES
26059,MO- MEXICO,264,MO- COLUMBIA
26060,MO- MILAN,264,MO- COLUMBIA
26064,MO- NEOSHO,267,MO- JOPLIN
26065,MO- NEVADA,267,MO- JOPLIN
26066,MO- NORTH KANSAS CITY,268,MO- KANSAS CITY
26067,MO- OSAGE BEACH,264,MO- COLUMBIA
26068,MO- OSCEOLA,268,MO- KANSAS CITY
26069,MO- PERRYVILLE,263,MO- CAPE GIRARDEAU
26070,MO- PILOT KNOB,273,MO- ST LOUIS
26071,MO- POPLAR BLUFF,273,MO- ST LOUIS
26072,MO- POTOSI,273,MO- ST LOUIS
26073,MO- RICHMOND,268,MO- KANSAS CITY
26074,MO- ROLLA,273,MO- ST LOUIS
26075,MO- SALEM,273,MO- ST LOUIS
26076,MO- SEDALIA,264,MO- COLUMBIA
26077,MO- SIKESTON,263,MO- CAPE GIRARDEAU
26078,MO- SMITHVILLE,268,MO- KANSAS CITY
26079,MO- SPRINGFIELD,270,MO- SPRINGFIELD
26080,MO- ST CHARLES,273,MO- ST LOUIS
26081,MO- ST JOSEPH,268,MO- KANSAS CITY
26082,MO- ST LOUIS,273,MO- ST LOUIS
26084,MO- STE GENEVIEVE,273,MO- ST LOUIS
26088,MO- TRENTON,268,MO- KANSAS CITY
26089,MO- TROY,273,MO- ST LOUIS
26090,MO- UNIONVILLE,264,MO- COLUMBIA
26091,MO- WARRENSBURG,268,MO- KANSAS CITY
26093,MO- WEST PLAINS,270,MO- SPRINGFIELD
27001,MT- ANACONDA,276,MT- MISSOULA
27002,MT- BAKER,274,MT- BILLINGS
27005,MT- BILLINGS,274,MT- BILLINGS
27006,MT- BOZEMAN,274,MT- BILLINGS
27007,MT- BUTTE,276,MT- MISSOULA
27008,MT- CHESTER,275,MT- GREAT FALLS
27012,MT- CONRAD,275,MT- GREAT FALLS
27014,MT- CUT BANK/BROWNING,275,MT- GREAT FALLS
27015,MT- DEER LODGE,276,MT- MISSOULA
27016,MT- DILLON,276,MT- MISSOULA
27017,MT- ENNIS,274,MT- BILLINGS
27020,MT- GLASGOW,274,MT- BILLINGS
27021,MT- GLENDIVE,274,MT- BILLINGS
27022,MT- GREAT FALLS,275,MT- GREAT FALLS
27023,MT- HAMILTON,276,MT- MISSOULA
27024,MT- HARDIN,274,MT- BILLINGS
27026,MT- HAVRE,275,MT- GREAT FALLS
27027,MT- HELENA,274,MT- BILLINGS
27028,MT- KALISPELL,276,MT- MISSOULA
27029,MT- LEWISTOWN,274,MT- BILLINGS
27030,MT- LIBBY,276,MT- MISSOULA
27031,MT- LIVINGSTON,274,MT- BILLINGS
27032,MT- MALTA,275,MT- GREAT FALLS
27033,MT- MILES CITY,274,MT- BILLINGS
27034,MT- MISSOULA,276,MT- MISSOULA
27036,MT- PLAINS,276,MT- MISSOULA
27037,MT- PLENTYWOOD,274,MT- BILLINGS
27038,MT- POLSON,276,MT- MISSOULA
27039,MT- POPLAR,274,MT- BILLINGS
27040,MT- RED LODGE,274,MT- BILLINGS
27041,MT- RONAN,276,MT- MISSOULA
27043,MT- SCOBEY,274,MT- BILLINGS
27044,MT- SHELBY,275,MT- GREAT FALLS
27045,MT- SHERIDAN,276,MT- MISSOULA
27046,MT- SIDNEY,274,MT- BILLINGS
27047,MT- SUPERIOR,276,MT- MISSOULA
27049,MT- TOWNSEND,274,MT- BILLINGS
27051,MT- WHITE SULPHUR SPGS,274,MT- BILLINGS
27052,MT- WHITEFISH,276,MT- MISSOULA
27053,MT- WOLF POINT,274,MT- BILLINGS
27054,MT- BROWNING,275,MT- GREAT FALLS
28001,NE- AINSWORTH,278,NE- OMAHA
28002,NE- ALBION,278,NE- OMAHA
28003,NE- ALLIANCE,103,CO- DENVER
28004,NE- ALMA,277,NE- LINCOLN
28005,NE- ATKINSON,278,NE- OMAHA
28006,NE- AUBURN,278,NE- OMAHA
28007,NE- AURORA,277,NE- LINCOLN
28008,NE- BASSETT,278,NE- OMAHA
28009,NE- BEATRICE,277,NE- LINCOLN
28010,NE- BENKELMAN,103,CO- DENVER
28011,NE- BLAIR,278,NE- OMAHA
28013,NE- BROKEN BOW,277,NE- LINCOLN
28014,NE- CALLAWAY,277,NE- LINCOLN
28015,NE- CAMBRIDGE,277,NE- LINCOLN
28016,NE- CENTRAL CITY,278,NE- OMAHA
28017,NE- CHADRON,370,SD- RAPID CITY
28018,NE- COLUMBUS,278,NE- OMAHA
28019,NE- COZAD,277,NE- LINCOLN
28020,NE- CRAWFORD,370,SD- RAPID CITY
28021,NE- CREIGHTON,278,NE- OMAHA
28022,NE- CRETE,277,NE- LINCOLN
28023,NE- DAVID CITY,277,NE- LINCOLN
28024,NE- FAIRBURY,277,NE- LINCOLN
28025,NE- FALLS CITY,278,NE- OMAHA
28026,NE- FRANKLIN,277,NE- LINCOLN
28027,NE- FREMONT,278,NE- OMAHA
28030,NE- GENEVA,277,NE- LINCOLN
28031,NE- GENOA,278,NE- OMAHA
28032,NE- GORDON,370,SD- RAPID CITY
28033,NE- GOTHENBURG,277,NE- LINCOLN
28034,NE- GRAND ISLAND,278,NE- OMAHA
28035,NE- GRANT,103,CO- DENVER
28036,NE- HASTINGS,277,NE- LINCOLN
28037,NE- HEBRON,277,NE- LINCOLN
28038,NE- HENDERSON,277,NE- LINCOLN
28039,NE- HOLDREGE,277,NE- LINCOLN
28040,NE- HUMBOLDT,277,NE- LINCOLN
28041,NE- IMPERIAL,103,CO- DENVER
28042,NE- KEARNEY,278,NE- OMAHA
28043,NE- KIMBALL,104,CO- FORT COLLINS
28044,NE- LEXINGTON,277,NE- LINCOLN
28045,NE- LINCOLN,277,NE- LINCOLN
28046,NE- LYNCH,278,NE- OMAHA
28047,NE- MCCOOK,103,CO- DENVER
28048,NE- MINDEN,278,NE- OMAHA
28049,NE- NEBRASKA CITY,278,NE- OMAHA
28050,NE- NELIGH,278,NE- OMAHA
28051,NE- NORFOLK,278,NE- OMAHA
28052,NE- NORTH PLATTE,277,NE- LINCOLN
28053,NE- O'NEILL,278,NE- OMAHA
28054,NE- OAKLAND,278,NE- OMAHA
28055,NE- OGALLALA,103,CO- DENVER
28056,NE- OMAHA,278,NE- OMAHA
28057,NE- ORD,278,NE- OMAHA
28058,NE- OSCEOLA,278,NE- OMAHA
28059,NE- OSHKOSH,103,CO- DENVER
28060,NE- OSMOND,278,NE- OMAHA
28062,NE- PAWNEE CITY,277,NE- LINCOLN
28063,NE- PENDER,196,IA- SIOUX CITY
28064,NE- PLAINVIEW,278,NE- OMAHA
28065,NE- RED CLOUD,277,NE- LINCOLN
28066,NE- SARGENT,278,NE- OMAHA
28067,NE- SCHUYLER,278,NE- OMAHA
28068,NE- SCOTTSBLUFF,103,CO- DENVER
28069,NE- SEWARD,277,NE- LINCOLN
28070,NE- SIDNEY,103,CO- DENVER
28071,NE- ST PAUL,278,NE- OMAHA
28072,NE- SUPERIOR,277,NE- LINCOLN
28073,NE- SYRACUSE,277,NE- LINCOLN
28074,NE- TECUMSEH,277,NE- LINCOLN
28076,NE- VALENTINE,277,NE- LINCOLN
28077,NE- WAHOO,278,NE- OMAHA
28078,NE- WAYNE,196,IA- SIOUX CITY
28079,NE- WEST POINT,278,NE- OMAHA
28080,NE- YORK,277,NE- LINCOLN
29001,NV- BATTLE MOUNTAIN,280,NV- RENO
29002,NV- BOULDER CITY,279,NV- LAS VEGAS
29003,NV- CARSON CITY,280,NV- RENO
29004,NV- ELKO,423,UT- SALT LAKE CITY
29005,NV- ELY,423,UT- SALT LAKE CITY
29006,NV- FALLON,280,NV- RENO
29007,NV- HAWTHORNE,280,NV- RENO
29008,NV- HENDERSON,279,NV- LAS VEGAS
29010,NV- LAS VEGAS,279,NV- LAS VEGAS
29013,NV- RENO,280,NV- RENO
29015,NV- TONOPAH,280,NV- RENO
29016,NV- WINNEMUCCA,280,NV- RENO
29018,NV- OWYHEE,151,ID- BOISE
30001,NH- BERLIN,281,NH- LEBANON
30002,NH- CLAREMONT,281,NH- LEBANON
30003,NH- COLEBROOK,281,NH- LEBANON
30004,NH- CONCORD,282,NH- MANCHESTER
30005,NH- DERRY,282,NH- MANCHESTER
30006,NH- DOVER,222,ME- PORTLAND
30007,NH- EXETER,282,NH- MANCHESTER
30008,NH- FRANKLIN,282,NH- MANCHESTER
30010,NH- KEENE,281,NH- LEBANON
30011,NH- LACONIA,282,NH- MANCHESTER
30012,NH- LANCASTER,281,NH- LEBANON
30013,NH- LEBANON,281,NH- LEBANON
30014,NH- LITTLETON,281,NH- LEBANON
30015,NH- MANCHESTER,282,NH- MANCHESTER
30016,NH- NASHUA,282,NH- MANCHESTER
30017,NH- NEW LONDON,281,NH- LEBANON
30019,NH- NORTH CONWAY,222,ME- PORTLAND
30020,NH- PETERBOROUGH,282,NH- MANCHESTER
30021,NH- PLYMOUTH,282,NH- MANCHESTER
30022,NH- PORTSMOUTH,282,NH- MANCHESTER
30023,NH- ROCHESTER,222,ME- PORTLAND
30024,NH- WOLFEBORO,282,NH- MANCHESTER
30025,NH- WOODSVILLE,281,NH- LEBANON
31001,NJ- ATLANTIC CITY,283,NJ- CAMDEN
31002,NJ- BAYONNE,289,NJ- NEWARK
31003,NJ- BELLEVILLE,289,NJ- NEWARK
31004,NJ- BRIDGETON,283,NJ- CAMDEN
31005,NJ- CAMDEN,283,NJ- CAMDEN
31006,NJ- CAPE MAY COURT HOUSE,283,NJ- CAMDEN
31007,NJ- DENVILLE,285,NJ- MORRISTOWN
31008,NJ- DOVER,285,NJ- MORRISTOWN
31010,NJ- EDISON,288,NJ- NEW BRUNSWICK
31011,NJ- ELIZABETH,289,NJ- NEWARK
31012,NJ- ELMER,283,NJ- CAMDEN
31013,NJ- ENGLEWOOD,284,NJ- HACKENSACK
31014,NJ- FLEMINGTON,356,PA- PHILADELPHIA
31015,NJ- FREEHOLD,283,NJ- CAMDEN
31016,NJ- HACKENSACK,284,NJ- HACKENSACK
31017,NJ- HACKETTSTOWN,285,NJ- MORRISTOWN
31019,NJ- HAMMONTON,283,NJ- CAMDEN
31020,NJ- HOBOKEN,284,NJ- HACKENSACK
31021,NJ- HOLMDEL,283,NJ- CAMDEN
31022,NJ- IRVINGTON,289,NJ- NEWARK
31023,NJ- JERSEY CITY,289,NJ- NEWARK
31024,NJ- KEARNY,289,NJ- NEWARK
31025,NJ- LAKEWOOD,283,NJ- CAMDEN
31026,NJ- LIVINGSTON,289,NJ- NEWARK
31027,NJ- LONG BRANCH,283,NJ- CAMDEN
31028,NJ- MANAHAWKIN,283,NJ- CAMDEN
31030,NJ- MONTCLAIR,289,NJ- NEWARK
31031,NJ- MORRISTOWN,285,NJ- MORRISTOWN
31032,NJ- MOUNT HOLLY,283,NJ- CAMDEN
31033,NJ- NEPTUNE,283,NJ- CAMDEN
31034,NJ- NEW BRUNSWICK,288,NJ- NEW BRUNSWICK
31035,NJ- NEWARK,289,NJ- NEWARK
31036,NJ- NEWTON,285,NJ- MORRISTOWN
31037,NJ- NORTH BERGEN,284,NJ- HACKENSACK
31038,NJ- ORANGE,289,NJ- NEWARK
31039,NJ- PARAMUS,284,NJ- HACKENSACK
31040,NJ- PASSAIC,284,NJ- HACKENSACK
31041,NJ- PATERSON,291,NJ- PATERSON
31042,NJ- PERTH AMBOY,288,NJ- NEW BRUNSWICK
31043,NJ- PHILLIPSBURG,346,PA- ALLENTOWN
31044,NJ- PLAINFIELD,285,NJ- MORRISTOWN
31045,NJ- POINT PLEASANT,283,NJ- CAMDEN
31046,NJ- POMPTON PLAINS,291,NJ- PATERSON
31047,NJ- PRINCETON,288,NJ- NEW BRUNSWICK
31048,NJ- RAHWAY,289,NJ- NEWARK
31049,NJ- RED BANK,283,NJ- CAMDEN
31050,NJ- RIDGEWOOD,292,NJ- RIDGEWOOD
31051,NJ- RIVERSIDE,283,NJ- CAMDEN
31053,NJ- SALEM,112,DE- WILMINGTON
31054,NJ- SECAUCUS,284,NJ- HACKENSACK
31055,NJ- SOMERS POINT,283,NJ- CAMDEN
31056,NJ- SOMERVILLE,288,NJ- NEW BRUNSWICK
31057,NJ- SOUTH AMBOY,288,NJ- NEW BRUNSWICK
31058,NJ- STRATFORD,283,NJ- CAMDEN
31059,NJ- SUMMIT,285,NJ- MORRISTOWN
31060,NJ- SUSSEX,285,NJ- MORRISTOWN
31061,NJ- TEANECK,284,NJ- HACKENSACK
31062,NJ- TOMS RIVER,283,NJ- CAMDEN
31063,NJ- TRENTON,356,PA- PHILADELPHIA
31064,NJ- UNION,289,NJ- NEWARK
31065,NJ- VINELAND,283,NJ- CAMDEN
31066,NJ- WAYNE,291,NJ- PATERSON
31067,NJ- WESTWOOD,284,NJ- HACKENSACK
31068,NJ- WILLINGBORO,283,NJ- CAMDEN
31069,NJ- WOODBURY,356,PA- PHILADELPHIA
32001,NM- ALAMOGORDO,393,TX- EL PASO
32002,NM- ALBUQUERQUE,293,NM- ALBUQUERQUE
32003,NM- ARTESIA,293,NM- ALBUQUERQUE
32005,NM- CARLSBAD,400,TX- LUBBOCK
32006,NM- CLAYTON,293,NM- ALBUQUERQUE
32007,NM- CLOVIS,400,TX- LUBBOCK
32008,NM- DEMING,393,TX- EL PASO
32009,NM- ESPANOLA,293,NM- ALBUQUERQUE
32010,NM- FARMINGTON,293,NM- ALBUQUERQUE
32011,NM- FORT SUMNER,293,NM- ALBUQUERQUE
32012,NM- GALLUP/CROWNPOINT,293,NM- ALBUQUERQUE
32013,NM- GRANTS/SAN FIDEL,293,NM- ALBUQUERQUE
32014,NM- HOBBS,400,TX- LUBBOCK
32015,NM- LAS CRUCES,393,TX- EL PASO
32016,NM- LAS VEGAS,293,NM- ALBUQUERQUE
32017,NM- LOS ALAMOS,293,NM- ALBUQUERQUE
32019,NM- PORTALES,400,TX- LUBBOCK
32020,NM- RATON,293,NM- ALBUQUERQUE
32021,NM- ROSWELL,293,NM- ALBUQUERQUE
32022,NM- RUIDOSO,293,NM- ALBUQUERQUE
32023,NM- SANTA FE,293,NM- ALBUQUERQUE
32024,NM- SANTA ROSA,293,NM- ALBUQUERQUE
32025,NM- SILVER CITY,293,NM- ALBUQUERQUE
32026,NM- SOCORRO,293,NM- ALBUQUERQUE
32027,NM- TAOS,293,NM- ALBUQUERQUE
32028,NM- TRUTH OR CONSEQUENCE,393,TX- EL PASO
32029,NM- TUCUMCARI,383,TX- AMARILLO
32031,NM- MESCALERO,293,NM- ALBUQUERQUE
32033,NM- SHIPROCK,293,NM- ALBUQUERQUE
32034,NM- ZUNI,293,NM- ALBUQUERQUE
33001,NY- ALBANY,295,NY- ALBANY
33002,NY- ALEXANDRIA BAY,307,NY- SYRACUSE
