HRR,HRR name,State,Table 1. Region information (2001-05),Table 2. Medicare spending per decedent by site of care during the last two years of life (deaths occurring 2001-05),,,,,,,,,Table 3. Medicare Part B spending by type of service (BETOS category) per decedent during the last two years of life (deaths occurring 2001-05),,,,,,Table 4. The Medical Care Cost Equation: Disaggregation of hospital (facility) reimbursements per decedent into contributions of volume (patient days per decedent) and price (average reimbursements per day in hospital) during the last two years of life (deaths occurring 2001-05),,,,,,,,Table 5. The Medical Care Cost Equation: Disaggregation of payments for physician visits per decedent into contributions of volume (physician visits per decedent) and price (average payments per physician visit) during the last two years of life (deaths occurring 2001-05),,,,,,,,"Table 6. Resource inputs per 1,000 decedents during the last two years of life (deaths occurring 2001-05)",,,,,,,,,,,Table 7. The patient experience of end-of-life care (deaths occurring 2001-05),,,,,,,,,,,"Table 7, continued. The patient experience of end-of-life care (deaths occurring 2001-05)",,,,,,,,,"Table 8. CMS Hospital Compare technical process quality measures (all patients, 2005)",,,
,,,Number of deaths among chronically ill patients living in region,Total Medicare spending,Inpatient sector,Outpatient sector,SNF/Long-term care sector,Home health sector,Hospice sector,Ambulance,Durable medical equipment,Other,Total Part B spending,Evaluation & management services,Procedures,Imaging,Tests,Other,Hospital reimbursements per decedent,Hospital days per decedent,Reimbursements per patient day,Ratios to U.S. average,,,,,Payments for physician visits per decedent,Physician visits per decedent,Payments per physician visit,Ratios to U.S. average,,,,,Hospital beds,Intensive care beds,,,Medical & surgical unit beds,SNF beds,Standardized FTE physician labor,,,,RNs required under proposed federal standards,Hospital days per decedent*,Intensive care days per decedent*,,,Medical & surgical unit days per decedent*,SNF days per decedent*,Physician visits per decedent*,,,,Home health agency visits per decedent*,Percent of deaths occurring in hospital,Percent of deaths that included an ICU admission,Percent enrolled in hospice*,Hospice days per decedent*,Percent of patient seeing 10 or more different physicians*,Number of different physicians seen per decedent*,Average co-payments per decedent during the last two years of life,,,Composite quality score,AMI score,CHF score,Pneumonia score
311,Charlotte,NC,9810,40391.5876464844,21582.7200026935,6983.47556916892,5584.32576859671,1903.36895090961,2325.0892625754,436.899114641495,1405.21519096994,170.493786928833,7269.60847473145,3037.31827917254,1607.8961596061,622.608150649913,371.046806161824,1630.73907914107,18961.0527007709,18.5264799813074,1023.45684230906,0.852694399328441,=,0.94575000493002,x,0.901606550233675,3063.1562476412,54.7890448297916,55.9081885285142,0.835094118128928,=,0.893891652508134,x,0.934222974099571,50.7574794008423,14.4622456969347,7.35012686824145,7.11211880592451,36.2952336873094,54.8590561843057,19.4028525337155,7.01188583125124,8.31106372257922,0.843680913214704,45.3587343737687,11.1138741802466,3.49127787116926,1.90915241464973,1.58212545514107,7.62259630858898,10.1158422327554,26.7387505487266,11.8393949738359,12.7311717174802,0.929953286042014,5.31446423578391,33.6432690557068,19.5823332658903,28.8880349599968,14.0902997505968,31.0878049460449,7.89804900575847,2426.27827737013,2038.46563720703,387.812640163099,90.5461146569906,93.9474252365645,89.6812789031031,85.4538208602925
437,Everett,WA,1849,40348.2803344727,20813.2286162854,8233.77247996975,5075.88771413775,1805.18901881165,2362.08931783493,601.463491144384,1262.69314802379,193.956548265043,6815.6248626709,2599.3387871151,1560.295178712,759.975815921374,381.964946298134,1514.05013462429,18885.9221939279,12.7136437499889,1485.48461521462,0.849315717595168,=,0.649013123451528,x,1.30862641587031,2705.47768811035,41.0253726352595,65.9464500703915,0.737581867007213,=,0.669335233961837,x,1.10196181163424,34.831900684901,9.20086015351913,5.27297300222802,3.92788713925505,25.6310404980019,41.7915035156607,16.5483032644459,5.21274704863992,7.84861446900916,0.664161435017969,31.0606270160985,7.60180032479922,2.28080977620328,1.37887388467789,0.901935890316963,5.3209905475378,8.05252055339157,18.4987082835998,6.44211019979052,10.3523292997704,0.62228605884218,4.0475374638567,24.0027179099249,15.131921245274,33.6139928245011,12.5959986462517,23.6111306415932,6.68546988759665,2091.27257748692,1770.95024108887,320.322336398053,84.6248417374382,93.670678478071,80.3894381480588,72.3720495626364
239,Lansing,MI,3206,40277.6914825439,22419.0147722754,7248.25029337521,4924.39791073075,1869.02957464458,1957.15002852074,674.769875300528,1044.60218913952,140.476838557173,8051.61463928223,3091.45023865255,1799.50651282072,803.36937896878,340.958046300369,2016.33046253981,19838.9657675966,17.8681642878493,1110.29680766297,0.892174884246301,=,0.912143941017086,x,0.978107559703215,3118.8925156072,53.5806886911019,58.2092651624531,0.850289239037536,=,0.874177137152241,x,0.972673847096342,48.953874761231,7.22831887439132,5.90449016388149,1.32382869312208,41.7255558379709,47.2826514816089,19.5543552652498,6.33734100527207,9.18645173283792,0.689857323542951,41.4747308174225,10.5714798102604,1.86339044440851,1.59168400242925,0.271706438623369,8.70808935165405,8.41356135348449,25.1311909821351,8.88977245008706,13.9577984458968,0.63690362663894,5.78210397355738,26.4951155666185,13.6200467674015,37.4193817941159,11.8191565375121,29.3072418877156,7.62790391650597,2467.03927984493,2185.90422058105,281.13505926388,87.8607796454641,92.6742739827783,85.8552619052153,81.1753009101065
358,Reading,PA,3492,40265.9084625244,21286.3242849415,6556.23905499067,7296.86670582735,1782.19063010954,1460.78522029817,647.40975150485,1063.06056272596,173.032252126366,8429.76513671875,3376.28138901209,1797.47778240762,617.101206655231,371.213880140876,2267.69087850293,18381.32183243,20.8023925275854,883.615757565154,0.826623417281543,=,1.06193204836377,x,0.778414606240775,3377.79491576468,59.2510139244211,57.0082213288924,0.920872602751831,=,0.966689361244057,x,0.95260446599592,56.9928562399599,10.033687971667,5.78437231174887,4.24931564763801,46.9591681271383,64.9700757555425,20.2383623978376,7.63697703519331,8.39756099441007,0.909427992279777,48.1452502106151,12.5547741368721,2.4319973072673,1.54674293473363,0.885254370048642,10.1227768063545,12.9437923888662,29.1477002847165,12.5304846385076,13.6141940499085,0.920398562894869,5.63060893609671,34.1288368942724,18.2900088299911,23.1670107142419,8.60927012777178,36.856951819128,8.55784765836237,2523.60508380204,2248.55554199219,275.049541809851,85.9759073421165,93.0800170291272,85.516553543949,74.4419603958769
413,Temple,TX,1012,40230.7717514038,19960.7879827409,5605.76513190563,6435.97066540905,1885.29875970554,3940.48123719453,952.375824109453,1250.00250380637,200.089646532324,6299.23046875,2594.6458005987,1268.67077255248,464.651667461318,338.152822433097,1633.10940570441,18009.195656177,15.3187474828187,1175.63108056817,0.809888591882236,=,0.781999900791469,x,1.03566329236428,2667.88213444574,44.0961380622291,60.5014917787311,0.727332365122582,=,0.719435241919744,x,1.01097683675013,41.9691711858045,6.44712977540206,5.52807489078339,0.91905486706185,35.5220413371308,50.2652636978961,16.0422553485784,4.91865472687209,7.87755249358769,0.624388695711754,35.8526982060851,9.01638878989351,1.63719849154659,1.46085214614868,0.17634634161368,7.37919029593468,9.28769920738693,20.1847974333241,6.51742478138705,12.3930277359338,0.525894472299911,4.66855681978393,30.8815199112106,13.7919831750905,38.6422581333823,21.1062710991464,17.0567803474992,5.98697458981825,2055.09979905441,1716.66304016113,338.436758893281,90.5544661105579,96.3355986752651,88.9858348402652,81.9649993495745
147,Macon,GA,3896,40176.611618042,22531.4461440351,6449.69664901386,4625.11392141126,1803.24819739926,2548.2517500433,554.554265422808,1447.73544570287,216.565245013538,7381.47720336914,2830.95786359061,1743.9991985698,605.882148202325,386.097786500991,1814.54020650541,19985.6653876616,18.2810798882775,1093.24315137844,0.898772088862897,=,0.933222685146282,x,0.963084270419344,2846.61983200063,52.8232321660364,53.8895428256454,0.776060796795285,=,0.861819118008134,x,0.90049150753228,50.0851503788424,11.5954680040604,8.61402613251177,2.98144185583885,38.489682298817,41.6017034697354,18.6237068652444,6.27882079776963,8.51480454038007,0.737400461513044,44.7697427787193,11.0023037951314,2.9875036301631,2.28659593313932,0.700907690450549,8.01480016112328,7.78725477379444,25.1415706379614,10.2127114056749,12.9136981432959,0.790843280704745,5.36331618250671,33.4496191378628,19.146501112197,32.755177419429,16.2733259803574,19.5088087612258,6.08301502229867,2498.74126774281,2074.89604187012,423.84522587269,78.6238949798693,83.3016588010992,78.1353785614549,71.1532995567623
320,Winston-Salem,NC,5381,40154.3868026733,22243.9410582129,6584.16815712366,5164.00634913658,1882.04506247681,2130.65490573913,526.594979826729,1359.03257041496,263.943719742529,7257.87181091309,2801.65910564907,1496.43692537324,675.211592270655,451.629698798855,1832.93448882127,19804.5152977727,19.8722958942199,996.589191464947,0.890625617803311,=,1.01445196059327,x,0.877937696805727,2824.66374795683,51.0872527946031,55.2909697319883,0.770075011167718,=,0.833496348851064,x,0.923909279541815,54.4446462855339,12.7662031312165,10.2146992740566,2.55150384690664,41.6784431019874,52.6442844083439,18.0456005578328,6.8710406946545,7.18325591707331,0.956535695508672,49.1323850844821,11.9405965186964,3.24541708275695,2.57257553189993,0.672841543331742,8.69517943263054,9.53312004320525,24.6335782456559,11.353439644141,11.4167287616402,0.994456457815497,5.52473895961138,35.8574156585895,20.4153233200591,26.4836927350147,11.4232587037508,26.1569774572495,7.11116368610575,2293.671423282,1928.76229858398,364.909124698012,89.6387315883275,94.3520881794612,86.3865395148473,83.9512653187581
102,Colorado Springs,CO,2287,40082.3386764526,19279.9152655688,7514.76383950361,5413.28855852017,1773.14684740841,3575.37505009511,504.045920845666,1865.26880737298,156.534387137857,7263.81234741211,2687.24462668242,1785.16385645404,681.446798430239,311.206338273122,1798.75072757229,17054.0477098888,14.8733313884679,1146.61922500508,0.766934789834268,=,0.759262053458721,x,1.01010551803635,2805.72287408652,48.1198235679554,58.3070066772843,0.764911248341875,=,0.785082286818234,x,0.974307102815798,40.7488531190901,5.76260705586049,5.20773404469229,0.554873005882518,34.9862460404226,33.1635121707463,18.1939520414932,6.89997962273053,7.65820099842867,0.900992233573692,34.6061586032379,8.79364316182926,1.43107383777954,1.31019426882267,0.120879565598443,7.36256931722164,6.22673149975649,22.1144047264421,9.5281073826489,11.1442457863898,0.854980010785959,5.50981747441362,24.4097973770281,12.2987672288756,40.4097266885429,17.0865116987288,24.159633150469,6.52292797750506,2460.78968714959,1967.38172912598,493.407958023612,87.7338057470055,94.9910807686352,80.5573596812455,80.4226447547958
107,Pueblo,CO,706,40051.2515335083,20736.2331576941,6478.93339192738,6344.52121848659,1901.75844957215,1874.26474907771,446.667889348977,1949.64111368023,319.231563721165,7292.33683776855,2952.01782647679,1676.02065753928,583.379067581069,444.502266654066,1636.41701951735,18260.1997846155,15.7524961878322,1159.19404562182,0.821176457482606,=,0.804142144775151,x,1.02118321097598,2996.80573109696,53.8747058806635,55.6254680579622,0.817005283730233,=,0.87897407260274,x,0.929498729480141,43.1575238022801,9.37699317902232,5.41353525772487,3.96345791547266,33.7805305441765,52.8187980381143,18.719013133597,6.33356947993791,8.61723670238028,0.734988453803113,37.4191587101923,9.06999299721657,2.17493084500147,1.30397706106305,0.870953783392906,6.89506214857101,10.8881597940937,25.340989285397,9.4584714582778,13.9665341529758,0.677223952247488,5.45131835597544,27.1230228923996,14.1486562897749,25.3795692919371,11.4582916962008,25.1904303797986,6.78869923907386,2460.44899410432,1937.70536804199,522.743626062323,93.2921358366243,97.4625932955288,92.3913043478261,86.9419277309823
104,Fort Collins,CO,1077,40043.4969100952,19773.2194865719,7512.61237682657,6509.86464357734,1862.38834798885,2324.49431821334,265.911245288927,1533.52746997638,261.479021651889,7326.53999328613,2758.7834499065,1809.6271474406,705.132786156762,425.552129014502,1627.44448076777,17564.4857171664,14.8938469375935,1179.31154998189,0.789889613961321,=,0.760309342566326,x,1.03890557400643,2790.11666591803,48.2385157586637,57.8400189565725,0.760656600000695,=,0.787018768076881,x,0.966503761859959,40.805060102996,12.4636885183086,4.71323489734571,7.75045360604378,28.3413715558509,63.1958739852913,17.0083865256359,6.83649574170573,6.6456882006931,1.02871147957148,36.0763346189505,8.4252145894838,2.91044769547705,1.24733802676201,1.66310966387391,5.51476688683033,11.8407542436203,21.2884197107664,9.59287402314311,10.1381869045473,0.946211991696502,5.17835239096145,23.6873074501052,13.2599492966604,32.3266894547848,11.6166767412187,20.6581019278689,6.19877770705526,2291.84400677836,1906.51995849609,385.324048282265,88.0566045143833,95.488314532756,81.9877785765636,79.7163051089753
326,Canton,OH,3540,39956.6788253784,21417.1785460481,6685.32308391603,7068.69354969056,1211.79133831962,1517.56210064241,950.234076247016,925.921258749743,179.97487176492,8802.7966003418,3480.41556608031,1736.31192571368,705.691627394914,414.406090775411,2465.97139037749,18466.0696453061,19.2014406944665,961.702298235764,0.830434597311217,=,0.980205773022062,x,0.847204352562535,3481.94875719497,60.5142199408166,57.5393479516112,0.949267582742142,=,0.987298760750143,x,0.961479564727598,52.6066868341547,18.2744105263638,7.37314520225133,10.9012653158136,34.3322762887772,61.2952790427214,20.9160797836548,7.96535960020404,8.93034387488639,0.891943212019411,47.7101903357734,11.1278394235787,4.32029665755461,1.99956114962697,2.32073549926281,6.80754275619984,11.5670350986377,29.7219497133944,13.2439012842076,14.122112116854,0.937813067522787,3.59942109093184,30.2948360385332,20.0222733090909,25.9976326718127,10.0004685711268,28.6912429552154,7.47546296438529,2570.95424563306,2325.44464111328,245.509604519774,86.6140287280843,91.9612911267192,81.810503100956,80.904275148445
330,Dayton,OH,6142,39919.0471496582,21741.1620139969,6395.1853373325,6083.7829434619,1558.10347725901,2141.33743404374,633.70296199634,1138.08237604805,227.690605519761,7914.70458984375,3233.36762008164,1694.39223623565,658.57922028063,436.741483244198,1891.62403000163,19007.1105625092,16.7062874613396,1137.72198679653,0.854765659894459,=,0.852831809651154,x,1.00226756345321,3244.07186466548,56.653840461573,57.2612878180052,0.884416305911867,=,0.924316078669633,x,0.95683319410045,45.7706505790126,10.9758442487404,8.05472296802965,2.92112127150575,34.7948062909793,55.4263968420081,19.9587200348792,7.99277862930397,8.02480485233629,0.996009096342948,41.0993104417847,10.1192842114295,2.91800766808327,2.16057350486517,0.757434155791998,7.20127654075623,10.5685515230276,27.4937136571638,13.0335965591034,12.1156651574038,1.07576401210946,5.05963518976499,25.7077315724064,15.01775563247,33.2232554178796,12.3620974617276,29.2602814514716,7.57978384185174,2459.58498848381,2147.12536621094,312.459622272875,89.89804859508,94.9034408262268,91.765852847994,80.3105253745593
352,Harrisburg,PA,5726,39853.0367736816,20927.5478595107,7138.49469942558,7332.99282123628,1179.7341554322,1526.54438479757,525.384843540577,970.611732549402,251.726277189286,8271.86190795898,3366.7079455127,1786.94510214384,754.241747799798,408.290804551213,1955.67630795143,18096.5543157509,18.271436686294,990.428646988976,0.813817183871671,=,0.932730413633689,x,0.872510611829667,3386.74054537909,61.1666150728922,55.3691019413632,0.923311408372571,=,0.997942687186732,x,0.925214864768887,50.0587306473809,13.9590081263344,5.67083250578136,8.28817558206924,36.0997224507267,49.5666844442378,20.4747691878916,7.47122670383097,8.90752737730642,0.838754279090436,43.8692161787863,10.7233543532544,3.23389031622754,1.48698853328824,1.7469017803669,7.48946402966976,9.62089612554963,29.8507208647533,12.5815209865297,14.7090171529838,0.855361092836685,3.38591241694593,28.9125528827244,17.0168178433155,27.31444798573,9.84662538714512,36.7640818170296,9.06641953004244,2455.32745569717,2200.30073547363,255.026720223542,84.9545950063108,90.2416632597743,81.8015512891918,78.2448437286176
222,Portland,ME,6263,39845.6095123291,20138.360005524,7305.80896306786,6228.16027937044,2580.66823891992,1544.08229648804,841.717907250562,1030.84116252818,175.9706591801,6721.83302307129,2514.85260481593,1470.92645666764,539.173356600398,389.522553385573,1807.35805160175,18037.2902523055,16.5304585984245,1091.15486088357,0.811152029368974,=,0.843856000531635,x,0.961244606731408,2607.42683548686,44.4496073106306,58.6602895558825,0.71085071662386,=,0.725202146810056,x,0.98021044166882,45.2889276669165,6.95000301088379,6.67921278166444,0.270790211881881,38.3389245973874,55.4555031504107,16.4316694625341,5.68573742556331,7.03464102487826,0.808248410324777,39.0438028324191,9.68196195619915,1.72627820529637,1.65805010125041,0.0682281008921564,7.95568373799324,10.5433961954295,20.3843069704518,8.16917317908477,10.5882591459478,0.771531284461541,8.95357674152988,31.773832447946,14.4342154915793,18.7942919212009,8.09669734324707,21.7487793679854,6.53091761486702,2072.63705724271,1806.62013244629,266.016924796423,89.8130590826535,94.1993448000488,89.6983392779565,82.5790627567926
445,Morgantown,WV,2490,39796.5849685669,22974.5839767521,5551.37936889143,5232.55803571216,1602.22668259265,2359.38995246163,719.791459038586,1220.02373622152,136.63175689683,6689.71923828125,2820.3745547745,1359.15466305887,597.508474710132,311.009062490895,1601.67248324685,20402.3108412711,19.6646342791792,1037.51285437701,0.91750898340167,=,1.00385113552307,x,0.913989087558879,2912.40555300448,52.7163311623351,55.2467421155693,0.793995653598457,=,0.860075011770287,x,0.923170238330933,53.8757103539155,16.4317382177275,6.81833641169822,9.61340179998581,37.4439721238123,42.8410866833061,18.6818044520648,5.57645572509718,8.98914748295664,0.620354236669283,47.9238855103924,11.612176535333,3.78725325129433,1.81645458564162,1.9707986600697,7.82492327690125,8.06022704027372,25.1541335058389,8.86779274128336,13.8854091426461,0.638641083614008,4.23003609129641,33.605449013212,20.3967687355996,28.0273047692478,14.9675391235416,22.4605187266936,6.45989223736543,2178.33895082282,1840.49035644531,337.84859437751,90.6349847263881,94.7768271886165,88.8493152797483,84.9223602537672
5,Huntsville,AL,2924,39738.1095352173,21127.1949292232,7046.91143907512,4938.76941057392,2342.1703069189,2033.61109749717,551.792351881769,1468.15171349365,229.508286553573,8542.6005859375,2809.57745093687,1838.0469218535,846.739588318761,385.946418400997,2662.29020642737,18482.3389834523,19.0402091085245,970.70042025839,0.831166243055627,=,0.971975133777404,x,0.855131179977258,2831.0608484803,53.7534506062626,52.6675183927721,0.771819023091479,=,0.876995774241338,x,0.880071541689191,52.1649564617109,18.1991145777051,7.83358126470487,10.3655332980091,33.9658418746844,50.4666666748612,19.3870203934687,7.9137330615238,7.41996212073942,1.06654628861302,47.5902866010797,11.8826331784501,4.5885755638989,2.20676212757826,2.38181342929602,7.29405760765076,9.08062573782322,27.1485611761222,12.8779657255928,12.0961690540444,1.06463175804301,8.39777551367603,38.581174733963,24.4543231575596,26.6031881254715,13.4878054941038,26.0956135351471,6.95756148840605,2849.18708181316,2436.74453735352,412.442544459644,89.0806195017999,91.8371063822457,89.408096748213,84.2681565367816
142,Albany,GA,1132,39734.6855621338,23740.6054237548,6039.33757753083,3308.41430192686,1876.06111860823,2652.33105288862,548.055302940978,1380.55716608126,189.323618402224,5945.82791137695,2799.51054107289,1503.68707067103,482.071910201631,387.673642828979,772.884746602421,21010.2322007199,19.5881960185029,1072.59658729542,0.944847715412739,=,0.999949072881679,x,0.94489583623479,2936.38581859212,56.1525002442994,52.2930556220463,0.800533282476784,=,0.916136636288776,x,0.873814287920745,53.6662904616518,9.47321077281167,9.17870298232118,0.294507786070239,44.1930795369083,31.2192162236816,19.3553992561381,7.89510067795175,7.49314014598701,1.05364380274937,47.2073719122332,11.5367532514264,2.56810233728369,2.5171667560935,0.050935574574396,8.96865090727806,6.34826566652907,26.849042150583,12.62627887407,12.4544636370917,1.01379547461736,6.55257063175499,35.0917144671829,18.8324905614474,35.5698632562223,18.6010189305991,24.7702173509723,6.83574439212227,2088.16166153224,1679.68374633789,408.477915194346,81.4281211917431,86.0631664887862,84.2924764851939,71.7934755010372
