HRR #,HRR City,State,Resident Population (2006),"Acute Care Hospital Beds per 1,000 Residents (2006)","Hospital-based Registered Nurses per 1,000 Residents (2006)","FTE Hospital Employees per 1,000 Residents (2006)","Total Physicians per 100,000 Residents (2006)","Primary Care Physicians per 100,000 Residents (2006)","Total Specialists per 100,000 Residents (2006)","Medical Specialists per 100,000 Residents (2006)","Hospital-Based Physicians per 100,000 Residents (2006)","Surgeons per 100,000 Residents (2006)","Resident Physicians per 100,000 Residents (2006)","Allergists/ Immunologists per 100,000 Residents (2006)","Anesthesiologists per 100,000 Residents (2006)","Cardiologists per 100,000 Residents (2006)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2006)","Critical Care Physicians per 100,000 Residents (2006)","Dermatologists per 100,000 Residents (2006)","Emergency Medicine Physicians per 100,000 Residents (2006)","Endocrinologists per 100,000 Residents (2006)","Family Practice Physicians per 100,000 Residents (2006)","Geriatricians per 100,000 Residents (2006)","General Surgeons per 100,000 Residents (2006)","Gastroenterologists per 100,000 Residents (2006)","Hematologists/ Oncologists per 100,000 Residents (2006)","Infectious Disease Specialists per 100,000 Residents (2006)","Internal Medicine Physicians per 100,000 Residents (2006)","Neonatologists per 100,000 Residents (2006)","Nephrologists per 100,000 Residents (2006)","Neurosurgeons per 100,000 Residents (2006)","Neurologists per 100,000 Residents (2006)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2006)","Ophthalmologists per 100,000 Residents (2006)","Orthopedic Surgeons per 100,000 Residents (2006)","Otolaryngologists per 100,000 Residents (2006)","Pathologists per 100,000 Residents (2006)","Pediatricians per 100,000 Residents (2006)","Plastic & Reconstructive Surgeons per 100,000 Residents (2006)","Psychiatrists per 100,000 Residents (2006)","Pulmonologists per 100,000 Residents (2006)","Radiologists per 100,000 Residents (2006)","Radiation Oncologists per 100,000 Residents (2006)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2006)","Rheumatologists per 100,000 Residents (2006)","Urologists per 100,000 Residents (2006)","Vascular Surgeons per 100,000 Residents (2006)"
259,Jackson,MS,1074762,4.35583836214829,4.18184460533821,17.8227186982025,174.9045,59.2848,113.3068,37.1633,23.1893,40.2928,39.6019,1.0829,10.0162,5.147,1.5272,1.2855,1.2822,7.4479,0.4629,29.0578,0.6625,7.048,3.0654,2.2447,1.589,19.5924,0.8445,2.4448,2.3231,3.544,52.2873,5.126,4.8813,3.2315,4.2494,10.6908,1.881,9.0109,1.7117,7.7763,1.0829,0.9075,1.011,2.4315,0.6762
260,Meridian,MS,198001,4.21521784637939,5.16869697818337,17.1342403023127,159.5635,61.1636,95.7972,27.5236,20.1974,37.865,10.2887,0.2034,7.5488,5.6405,2.5461,0.3742,0.7682,4.1672,0.1469,34.548,0.5423,7.9613,2.3081,2.1672,0.7303,18.0068,1.4395,1.9922,1.499,2.7495,45.1273,4.1346,4.5845,3.1758,4.2682,8.8812,1.4456,6.945,2.701,6.0625,0.5647,0.3069,0.6569,2.3542,0.5939
261,Oxford,MS,145453,4.15591673006993,3.61420463017209,15.2439224823457,141.5846,50.5631,88.975,32.8859,18.8695,32.0608,13.6046,0.2658,6.4293,8.9116,1.2885,0.9894,1.0528,7.211,0.387,22.6686,0.1323,5.3733,3.5832,1.8429,0.3742,19.0551,0.2434,1.6795,1.9429,1.5852,45.1752,3.3833,4.619,2.3838,3.102,8.7883,0.6956,3.2142,1.628,6.9976,0.9247,0.5734,0.8784,2.6318,0.2089
262,Tupelo,MS,390340,3.84501954461914,3.9973876776414,15.7173542833878,135.2913,49.6737,83.545,26.2189,17.3082,33.7788,10.142,0.2874,5.5671,2.5927,1.4106,0.9856,1.3024,4.9555,0.8933,25.2159,0.3159,7.3772,3.1842,1.7472,0.3235,17.4791,0.7705,1.1879,1.5191,2.2351,49.9216,2.5757,4.5837,1.9511,2.9069,7.0148,1.0457,4.1232,1.79,5.4875,0.7288,1.3681,1.1244,2.4056,0.2716
263,Cape Girardeau,MO,270643,3.05762508339381,4.49622775095242,17.524542139417,170.7495,62.4663,105.7381,31.9511,22.3753,40.2831,12.843,0.9088,9.2263,4.0428,2.1897,2.0005,0.8834,8.858,0.8066,32.8677,0.2854,8.4671,2.3788,2.259,0.8508,20.5002,1.8617,1.5984,2.4447,2.4716,54.6805,4.1297,3.2319,2.9164,3.5868,8.877,1.5034,8.22,1.0779,9.2729,1.222,1.0356,0.8142,2.6138,0.1594
264,Columbia,MO,671663,2.82453487823942,3.98203168440264,16.846040904289,193.6769,68.158,122.8156,43.1324,23.7619,40.8166,43.3554,0.8474,10.5494,5.1042,2.1554,1.6047,3.0191,7.7305,1.3348,37.5998,1.3744,8.2275,2.6909,2.9248,1.1744,19.2372,0.921,2.4748,0.885,3.4239,49.0973,3.8541,6.2752,3.618,4.8922,11.2187,1.8272,10.9182,1.1931,8.0466,1.1399,2.7486,1.9295,2.4354,0.7136
267,Joplin,MO,362778,3.18098659351601,4.91945734541955,20.685987139328,157.8525,59.6633,94.4858,31.0209,19.804,34.3077,8.8763,0.6387,7.6643,4.3873,1.0416,1.2103,1.0478,9.5742,0.6118,36.3091,0.3551,6.9592,2.021,2.0567,0.8334,15.9868,0.4144,0.6444,1.5333,2.0566,45.9312,3.091,6.7236,1.9966,2.2731,7.4685,0.9053,7.1434,0.8394,5.9112,0.8095,2.0336,0.3737,2.1068,0.1184
268,Kansas City,MO,2392016,2.60385475338653,4.44695082457229,15.4120223862396,190.0132,67.2584,120.191,42.33,24.4482,38.2506,31.8917,1.3019,11.2169,6.2631,1.3383,1.5044,2.372,9.1612,1.2143,32.3187,0.8884,5.792,3.1616,2.4717,1.2445,21.7763,1.2593,1.2863,1.2391,3.2791,49.0841,5.1226,6.2478,2.5342,4.0816,13.1326,1.9256,9.6765,1.5117,8.2277,1.2493,2.3201,0.8873,2.2733,0.8125
270,Springfield,MO,808707,2.33058777257015,4.28569142384651,19.3580905464137,168.3259,66.8257,98.8907,36.1164,21.2135,32.3838,8.1909,0.5603,8.4454,4.291,1.1366,1.1173,1.7088,11.7405,1.1515,40.3581,0.7297,5.2442,2.0214,1.8572,0.937,17.8647,1.0029,1.0945,1.7883,2.6545,43.1983,3.5746,5.5814,1.6626,3.4274,8.3166,1.3415,6.0117,0.9061,7.297,0.791,2.2362,0.9193,2.0214,0.3446
273,St. Louis,MO,3378010,2.8636912774064,4.14185497628138,15.3108153021213,191.2989,67.9931,120.7657,42.2626,24.3827,40.5392,41.6866,1.2069,11.1214,6.5661,1.3911,2.6401,2.7208,7.0662,1.1987,23.3291,1.2694,6.9062,3.2344,2.6595,1.2482,29.1061,0.861,2.0859,1.352,3.6567,55.9055,4.7084,6.4947,2.444,4.7265,15.6189,1.8243,9.0893,1.6785,9.406,1.1367,2.0096,1.2107,2.3869,0.7088
274,Billings,MT,543237,2.63707486448773,3.84172163609146,17.6488096207075,207.958,79.6357,125.7064,39.1093,27.2095,47.8451,10.1546,0.9393,13.8497,3.7947,1.1839,1.0515,3.2053,10.2974,0.6108,45.0988,0.4045,8.7268,2.213,2.5287,0.4415,22.0933,0.4106,0.7862,1.2651,3.6838,60.3556,4.6548,10.8448,3.1789,3.9681,12.0955,1.6236,8.8747,1.6077,8.3022,1.3873,2.4039,0.9281,2.6303,0.3857
275,Great Falls,MT,150114,3.43363241766953,4.81990837330707,19.0125915241514,191.6581,70.2531,118.7757,32.4575,28.4152,48.4669,7.667,0.0927,14.9048,2.1464,1.952,0.2411,1.4979,7.9547,0.6896,42.4132,0.6814,8.4122,2.0306,3.052,0.6604,17.6179,0.0722,1.2225,2.259,3.8983,76.5949,3.882,9.065,1.3109,3.8404,10.32,1.6798,5.9384,1.8239,7.8156,0.6856,2.783,1.2705,3.9868,0.1641
276,Missoula,MT,362770,2.27367042713275,3.3008887144694,14.1169502279056,212.3836,77.4014,132.3854,43.2216,26.5621,50.2397,5.7944,0.6225,13.289,4.9684,0.7684,0.9379,2.9583,13.4535,1.0701,44.7366,0.3086,9.238,2.6376,3.2122,0.816,21.6754,0.6016,0.597,2.5566,3.2993,58.6748,4.7006,12.0132,2.9486,3.3809,10.2319,1.3524,9.216,1.7762,10.0028,1.4851,1.7513,1.041,3.2906,0.5266
277,Lincoln,NE,566180,2.78916472035231,4.3519672087778,16.7629055019126,160.0534,66.6373,90.8885,27.8778,22.6702,32.756,11.431,0.7288,9.7294,4.7822,0.7353,0.9603,1.6432,5.6862,0.4119,44.3414,0.0863,6.6569,1.852,2.3818,0.6175,13.1613,0.3864,1.8339,0.8725,1.6369,35.4375,3.839,6.4278,3.2304,3.0518,9.146,1.1443,6.7212,0.8625,7.0797,1.1246,1.4615,1.0255,1.7072,0.4444
278,Omaha,NE,1253128,2.88218609739376,4.70836396636179,17.3791949631477,185.1791,68.0522,114.662,35.262,23.8149,41.2038,42.8701,0.8814,10.5372,5.9948,1.4494,1.3388,1.6645,5.5105,0.8923,37.8864,0.6064,8.2106,2.601,3.3168,1.6053,18.0524,0.6442,1.3236,1.258,2.9977,47.0187,4.3438,7.1722,3.0389,5.3385,12.2123,1.4157,9.4462,1.2018,8.6007,1.2822,1.2811,0.8012,2.5429,0.9832
279,Las Vegas,NV,1858453,1.88584865972575,2.46326182592477,7.43037618264489,160.8144,56.8141,101.3729,35.2515,27.5583,30.6041,11.7619,0.505,13.958,5.8509,1.4782,0.9863,1.6537,7.8367,0.8164,20.6834,1.0248,5.0187,2.1213,2.0764,0.8012,27.6324,1.1207,1.5511,0.9542,2.302,42.4455,3.5576,4.4636,1.6652,2.5746,8.8868,1.6127,5.1895,1.7288,7.1107,0.942,1.9896,0.6819,1.9608,0.3198
280,Reno,NV,725641,2.00879712271241,2.55759880186763,11.2296695897025,197.1748,67.1798,127.4999,44.4627,27.753,44.6128,16.6818,0.4898,14.4569,5.2851,1.2618,1.4423,3.0855,14.2196,0.9914,35.1108,1.6443,7.5706,2.9151,1.7453,1.0041,22.2112,0.616,0.9146,1.5539,2.9192,59.4701,4.5668,8.6529,2.5323,4.033,9.6872,2.04,8.4521,1.0409,8.6137,0.8878,3.009,0.7449,2.5997,0.9521
281,Lebanon,NH,395818,2.01388401904385,4.72953619621194,20.526733040771,257.3321,105.4572,150.2008,48.1742,26.7909,53.1847,49.3987,0.3827,13.9044,6.0151,1.6067,2.029,3.0561,10.4645,0.9134,45.284,1.2507,10.0798,3.1544,5.1591,2.5878,34.3418,0.3257,1.021,1.5149,4.6709,74.0897,5.5005,8.5849,3.0862,7.2274,27.9788,1.8292,18.447,1.5772,12.1598,1.1475,1.7022,1.0553,3.8808,1.2529
282,Manchester,NH,894464,1.89125427671516,3.41192412378607,15.339855850456,219.1362,81.187,135.3636,45.6931,25.1158,47.3848,18.1997,1.0881,11.8689,6.7166,1.127,1.5048,2.4145,10.497,1.4886,33.8502,1.1295,8.0315,3.467,2.4933,1.8611,28.7775,0.8424,1.3111,1.1595,3.6036,70.6843,5.1673,7.9946,2.7288,3.9268,18.7748,1.6317,12.7004,1.6035,9.2974,0.8559,2.2361,1.4555,3.0998,1.0886
283,Camden,NJ,2853341,2.38397025358097,3.71238373787708,14.1557535526666,234.0683,76.3356,155.3339,56.1879,27.5648,55.1962,37.1369,1.704,14.5987,9.2155,1.888,2.1553,3.2324,8.8666,1.5189,21.9938,1.3426,8.3081,4.9495,3.1585,2.0158,33.1897,1.9349,2.6289,1.2185,4.6917,81.8747,6.7446,8.0332,3.2079,3.796,21.374,2.7238,12.4939,2.3768,12.5731,1.3328,3.9071,1.3593,3.5286,1.1939
284,Hackensack,NJ,1256692,2.39654398585117,3.47446689460605,13.6455893083079,243.9614,79.5029,161.2685,57.8148,29.6301,52.5985,38.5827,2.2276,16.9248,10.0599,1.3643,2.5534,4.2899,6.5485,1.8883,13.3822,1.3822,7.275,5.4271,3.7785,1.9079,39.4119,1.318,2.4147,1.1147,4.7553,83.9236,6.7037,6.7005,3.1393,5.0824,27.602,3.2863,15.8727,2.9505,11.6276,1.0752,4.0473,1.2817,3.7705,1.139
285,Morristown,NJ,1032398,2.10435095056171,3.05493977234941,11.2550269976137,239.6942,78.3888,158.709,54.6506,30.2416,52.9868,36.4986,1.3705,17.0602,10.5256,0.8508,1.1585,3.8651,7.3781,2.2227,17.152,0.8418,7.5341,4.888,4.1151,1.8341,37.855,1.5053,1.9234,1.0663,3.8332,87.0535,6.8202,7.9536,2.7427,4.0147,23.3561,3.2228,15.3628,2.1279,9.3319,1.3664,3.5637,1.2824,3.8,0.7318
288,New Brunswick,NJ,1039479,2.32799272771801,3.42021194740377,11.6987344839326,254.8397,86.7224,165.4092,63.2661,28.3919,51.6607,54.7375,1.9977,15.2088,11.5224,1.983,2.543,3.3593,7.2017,2.3833,20.0093,1.5498,8.3356,5.0968,5.2305,2.9511,41.6158,1.4616,2.6748,1.2012,5.8058,74.6734,6.3133,6.7923,2.7031,5.9722,25.1987,2.438,16.9117,2.9399,7.5895,1.3046,4.0862,1.1456,3.8489,1.5936
289,Newark,NJ,1536930,2.91892154251778,4.12052126102643,14.6897582644479,222.6049,73.3538,146.6934,57.4809,26.1082,45.586,53.765,1.234,12.7902,9.0187,1.6429,1.9534,3.241,8.9542,1.8709,12.3896,1.0549,7.0299,4.7053,4.3064,2.6711,41.7962,1.3631,3.0877,1.1133,4.3792,65.7516,6.0539,5.6167,2.286,4.1611,19.1128,2.2792,12.7078,3.1204,7.4919,1.0784,4.092,1.2757,3.9949,1.1114
291,Paterson,NJ,399889,2.88129814181926,3.35616742835811,14.4011390229495,204.7421,69.2948,132.9982,45.0938,29.4774,43.9365,26.9431,0.9371,15.856,6.5369,1.2876,1.6164,2.8567,6.7649,0.6729,12.4634,0.5761,6.4982,4.6046,3.2401,2.716,33.886,2.3349,1.8968,0.7411,3.253,67.6797,6.2931,5.5141,2.8499,3.7362,22.23,1.7351,9.4115,3.0009,7.233,1.384,2.7218,1.6441,2.9378,0.8778
292,Ridgewood,NJ,453387,1.90678546499667,3.04001889461038,10.5592058992094,204.7859,61.4726,141.3919,45.3847,27.1156,48.758,25.5648,1.4165,13.7581,7.78,1.844,1.6743,3.8098,5.2352,1.8331,10.4166,0.7619,5.6912,4.158,3.1723,1.4158,30.2048,1.0639,2.2994,1.3816,3.6838,70.019,6.6346,7.5394,2.2808,3.1439,19.8266,2.5235,17.0752,1.6405,8.2828,1.1147,2.349,1.6482,4.0589,1.1615
293,Albuquerque,NM,1634345,2.10819221029102,3.60343973951405,15.365666353543,215.0296,82.6629,129.6673,46.3104,25.5484,40.5387,31.7196,0.5995,12.273,5.235,1.6254,1.5209,2.1771,13.2166,1.0001,42.4485,1.0748,7.9101,2.8847,2.9412,1.6525,25.1755,1.1594,1.7783,0.9661,2.7395,53.8597,4.3993,6.8964,2.452,4.9042,15.0306,1.5452,14.0674,1.7037,7.0357,1.2293,1.7065,1.0567,2.3249,0.551
295,Albany,NY,1828062,2.46280501868434,3.68757498586494,15.2689779379016,213.9733,74.1137,137.1599,46.9644,23.7601,46.3775,31.3779,0.9271,10.5061,6.888,1.4052,1.9465,1.8637,9.1015,1.3835,28.501,1.0296,7.6538,3.8138,3.5358,1.2666,27.4439,0.7946,1.8327,1.4949,4.2018,61.595,5.8587,6.7346,2.7903,3.962,18.8696,2.3655,16.1148,2.0955,10.032,1.471,2.52,1.3015,3.5588,1.0736
296,Binghamton,NY,359665,2.48835457630866,3.37551120484154,16.452127220769,189.1003,73.6406,113.092,32.0905,22.3131,44.5156,29.9904,0.9193,9.2379,4.5237,0.8955,0.9564,1.446,4.8574,0.8946,29.0037,1.2789,9.5698,3.3998,1.5148,0.9214,30.1049,0.4497,0.9833,1.8628,2.6612,57.6304,4.5536,7.6346,2.3657,3.2665,14.2708,1.8775,11.5586,1.5917,9.1902,1.1752,1.4502,1.5917,3.0859,0.6019
297,Bronx,NY,1375978,3.3427844258179,4.37449561764229,21.8403396058161,246.2299,85.8922,157.7065,64.5098,26.1533,39.8883,92.5214,1.3917,12.9446,8.334,0.888,2.4767,3.1568,9.9508,2.0033,12.505,2.1616,6.7368,4.9065,5.5702,4.2607,50.3114,1.5482,3.7839,1.0474,6.2455,58.05,6.2809,4.0852,2.25,4.8723,22.6857,1.8332,22.4064,2.4467,8.447,1.3644,4.5872,1.5013,2.7952,1.1851
299,Buffalo,NY,1396441,2.570557193256,3.32791138911275,14.7740921146752,189.0754,67.9714,118.6386,39.2929,24.5972,41.5088,47.8483,1.0513,11.3293,5.6918,1.3372,0.9695,2.6449,6.8824,0.9768,20.7133,0.8994,8.0175,2.8173,2.6663,1.1009,29.211,0.7522,1.4442,1.747,3.568,57.7307,4.5082,5.6009,2.7386,5.0324,18.6276,1.4175,8.5746,1.4895,10.6443,1.3859,2.5283,0.883,2.8244,0.7914
300,Elmira,NY,328168,2.55779312821479,4.21172440388928,18.6508554806613,191.1584,68.1323,120.54,38.9057,24.9361,41.645,21.4933,0.1137,11.687,7.1213,0.6817,1.7126,1.3404,6.9963,1.7827,29.8539,0.8519,7.6315,3.1128,3.172,1.3807,27.7225,1.6131,1.2631,1.5587,2.4268,59.0194,3.9041,6.7671,1.9867,2.6548,9.6994,2.6115,11.8873,1.6538,8.6267,1.1768,2.3429,1.2209,2.9789,1.0833
301,East Long Island,NY,4717818,2.34437934501786,3.57025320970129,13.6397505310655,248.422,79.4758,165.9805,61.2157,28.9512,52.9137,59.9144,1.6225,16.1561,9.8059,1.4493,2.5067,4.7365,7.5095,1.8849,14.648,1.5748,8.3149,5.539,4.0424,2.4422,40.2208,1.2264,2.757,1.1061,5.7317,81.0484,7.746,6.4518,3.046,4.6253,24.9983,2.877,18.4478,2.8319,11.7887,1.2216,4.5906,1.4328,3.5739,1.0054
303,Manhattan,NY,4954480,3.14767000925411,4.28120881338877,19.8233450328129,284.6119,95.5999,185.8955,71.9358,27.1761,50.5436,103.5185,1.5806,14.3088,10.6669,1.3577,3.278,5.8488,7.2286,2.3341,12.535,2.2958,8.464,5.961,5.7765,3.6406,55.3464,1.7327,3.7389,1.3009,7.5249,71.0758,7.9809,5.1857,3.1016,5.8426,28.1595,3.0462,31.3663,3.218,12.1778,1.5226,5.49,1.8014,3.6721,0.9083
304,Rochester,NY,1295349,1.91608469289216,3.53817652097086,15.1713412558207,198.4346,77.1266,118.8666,39.4478,24.8249,37.4016,46.7869,1.3519,11.58,6.0106,0.6163,1.4597,2.6778,6.2905,0.6953,21.1585,1.4304,6.0927,2.7148,2.9208,1.2432,37.1159,0.7546,1.5153,1.1066,4.2104,55.2864,4.5657,5.9549,2.3341,3.5344,19.1061,1.294,11.9776,1.2371,9.293,1.0847,1.4485,0.9365,2.483,0.8089
307,Syracuse,NY,1063463,2.54834623494461,3.83166546842788,15.3224213164622,198.4187,69.4119,126.4377,40.0211,26.1071,44.7493,41.9393,1.0154,12.9821,5.8566,1.2163,2.0125,1.206,8.5296,1.4533,30.1242,0.7969,8.5548,2.7992,3.2943,1.1611,23.9464,0.892,1.6184,1.3642,3.5256,57.1279,5.1018,7.7048,3.1645,5.4228,15.4926,1.3498,11.3165,1.2991,10.6487,1.4802,1.9887,1.283,2.791,0.8951
308,White Plains,NY,1137812,2.49930358753096,3.73942906856005,14.5139733844435,319.8402,101.3665,215.0402,75.0903,31.3391,70.0967,63.1989,1.8695,19.8852,11.6233,1.4707,2.7202,7.0477,9.3175,2.6482,16.9091,2.5332,10.6442,6.8738,5.8688,3.0466,53.0464,1.8864,3.2599,1.8145,6.091,102.396,10.6163,8.5012,5.3084,6.8817,31.505,4.1132,36.1453,2.9404,13.4425,1.2391,5.1886,1.999,4.7388,0.968
309,Asheville,NC,617295,2.11558258899705,4.13027735029452,14.7748168257044,219.8845,87.6268,129.7877,43.6554,22.8081,44.9612,11.6799,1.2907,9.5667,4.6727,0.674,1.5417,2.7507,11.8385,1.4092,47.3144,0.7218,7.6812,3.9181,2.2383,0.9016,24.9669,0.852,1.3551,1.6225,2.5172,68.0104,3.964,7.4812,2.5164,4.1642,15.6752,1.5714,12.8821,1.9627,10.3644,1.9891,1.7322,1.1013,3.2969,0.7496
311,Charlotte,NC,2185554,2.20065110413168,4.24040253146008,14.262892783881,186.5483,68.0679,116.0257,43.2274,21.5702,40.7707,12.9089,0.6512,8.5943,6.2276,1.0661,1.8093,3.2879,10.4165,0.873,27.6332,0.5634,6.8201,3.1554,2.6788,0.9548,26.9758,1.2099,2.0587,1.0779,3.7155,54.2806,4.7162,6.2622,2.9118,2.912,13.4947,1.9945,7.6016,1.486,8.0484,1.1903,1.6056,1.2342,3.5797,0.4113
312,Durham,NC,1275609,2.36738279286419,4.21483486517269,15.4226518562948,209.9695,66.8464,140.3822,52.608,23.3636,41.3632,58.3898,0.5383,10.0197,8.0575,1.1847,1.7009,3.4076,8.5321,1.7956,26.2294,1.199,7.009,3.9749,4.42,2.1421,25.5935,1.208,3.0014,1.4438,4.9323,54.8426,4.8792,6.2757,3.1325,5.0888,15.0853,1.1245,16.2645,1.8244,9.9653,1.6578,1.4859,1.3136,3.4571,0.8369
313,Greensboro,NC,593883,2.07684824560072,4.00975638775124,13.9737988364124,176.3776,62.9566,111.1354,39.9575,20.351,39.5046,16.4318,0.6094,7.1845,7.5557,1.1241,0.7276,3.2049,6.5357,1.2882,27.089,0.5863,5.8113,4.2358,2.5666,0.9638,22.0456,1.3281,1.8275,1.8107,3.0526,53.4332,4.3634,6.792,2.4472,3.5377,13.8784,1.1412,8.1109,1.3571,9.4872,1.1883,1.6733,0.7076,3.1879,0.7506
314,Greenville,NC,796799,2.61028104842032,4.13327392081312,15.7900019578839,187.1852,62.5027,122.1283,44.6591,20.8459,44.1814,39.9813,0.8922,7.7282,6.1461,1.1388,1.5069,2.5679,11.5336,1.0422,25.5385,0.8944,8.7171,3.0394,2.6129,0.8025,23.1707,1.1164,2.7993,1.0085,2.7586,65.6141,4.1809,6.7001,3.0419,4.297,13.7947,1.6672,8.1684,2.032,8.0072,1.2874,1.9505,1.5262,3.0127,0.7193
315,Hickory,NC,285077,2.60978499782898,4.50419169927275,14.9128617418853,177.2759,55.5455,119.6499,39.6196,25.5723,46.5399,10.3793,0.7031,12.2638,5.4417,1.5809,1.0133,2.917,12.5014,0.7263,34.524,0.2216,7.8353,2.6981,1.3841,0.7057,13.683,0.4576,1.6566,2.1213,3.2542,61.5908,3.6344,7.7221,3.87,3.3858,7.2771,1.4446,5.8899,0.7901,7.7065,1.2433,1.641,0.9414,3.8741,0.4534
318,Raleigh,NC,1816153,2.17897661267607,4.35607673013405,14.864541432715,199.5442,70.5034,126.5225,46.1104,20.3719,43.363,24.294,0.6039,7.1365,6.4276,1.3932,1.1595,3.2312,9.9925,1.1649,28.3611,1.0491,7.8849,3.8836,3.0396,1.3116,28.4132,0.9482,2.9839,1.4698,3.4587,59.6098,4.7548,5.9866,3.0331,3.2994,13.8561,1.5963,13.0014,1.5219,9.1283,1.2213,1.8305,1.1084,3.7818,0.5766
319,Wilmington,NC,393426,2.3704718041786,4.24420654825375,15.1075557133817,204.0875,69.0153,132.479,45.7909,23.4399,48.0264,27.4732,0.5651,10.3317,6.9892,1.3787,1.4713,3.4893,10.7564,1.2908,26.3352,0.8223,7.5161,3.0585,2.6892,1.7808,29.879,1.5347,2.075,1.3687,3.0336,66.6093,5.5313,7.5745,3.8509,3.4158,12.5084,2.0458,10.635,1.4708,8.0559,1.2212,1.9665,1.6672,2.8601,1.1273
320,Winston-Salem,NC,1082840,2.41351425587536,4.4220133274659,15.2488208501135,169.0845,58.4711,108.4044,39.3861,21.6391,36.0551,38.082,1.0931,8.6391,5.4978,0.9967,1.36,2.2341,6.8884,1.0238,25.3843,1.2197,5.8209,3.7379,2.8572,1.0828,21.6973,0.5792,2.5117,1.2788,4.3896,49.0061,3.9695,5.3766,2.6483,2.6688,11.3885,1.3246,7.8236,1.2698,9.0145,1.171,1.0332,0.7076,3.1038,0.6768
321,Bismarck,ND,201462,3.78171556503774,4.63912934699461,21.7185044947951,181.8647,68.3439,110.968,37.4826,22.8998,40.1568,14.1893,1.4859,9.7856,3.8094,2.3799,2.4637,2.47,8.7217,0.6049,41.42,0.1065,8.3369,1.6653,2.3934,1.0005,16.968,1.0273,2.1441,2.6759,3.1219,41.0378,3.8232,6.6918,2.5539,5.6349,9.8001,2.3269,7.7172,1.3079,6.7665,1.3493,2.8646,1.3548,2.2313,0.1007
322,Fargo/Moorhead MN,ND,507597,2.57731385005544,3.68051503843594,13.5845482013838,177.5479,77.5605,97.5364,29.7987,18.928,36.0365,15.2666,0.6718,6.4714,3.3006,1.3787,1.2759,1.8347,5.6714,0.9388,44.3951,1.2074,8.7047,1.592,3.129,1.4904,22.4478,0.9689,1.3536,0.8192,2.1807,37.848,4.1856,5.7927,2.5091,3.1068,10.2648,0.7256,10.0455,0.6452,7.2814,0.8105,1.6212,0.4962,2.4951,0.4425
323,Grand Forks,ND,165836,3.71155013326924,4.34869295249295,24.1003613870708,176.377,79.3918,94.6093,33.077,19.6279,31.5048,36.114,0.728,6.6068,2.5179,1.5301,2.4802,1.0364,6.9575,1.8508,51.5024,1.4449,7.6005,1.0855,2.2327,1.4399,18.043,0.2175,1.8361,0.8904,3.2865,34.9701,3.2881,6.4819,1.4339,4.1061,9.4512,0.4506,8.8419,0.204,8.3323,1.2422,2.8194,0.7022,1.4134,0.6479
324,Minot,ND,116879,4.21748631416691,4.5540748373225,22.9773165201464,168.1255,67.5179,97.7828,27.1196,23.4383,38.6399,25.1282,1.0443,10.3291,2.9767,1.8434,1.5429,1.9805,6.9021,0.2726,41.1446,0.1005,7.8035,1.2761,1.9544,0.9665,15.2871,0.9629,1.0568,1.5565,0.8746,46.342,4.0428,6.4879,2.4663,5.3055,11.5026,1.5368,7.4195,0.3044,6.3018,1.5557,1.6861,0.2657,2.6342,0.1778
325,Akron,OH,706584,2.2830208573795,4.98630378071244,18.6132330284943,191.7513,70.1394,119.0592,42.7714,19.86,39.2713,50.0169,0.8243,6.8389,5.3995,1.7208,2.4452,1.6362,13.8404,1.0961,29.1771,0.916,6.9656,2.6135,2.5002,1.4687,24.1568,1.0046,1.7944,0.7852,2.8157,55.1784,4.1881,5.9553,2.3815,3.961,17.1526,1.4786,9.148,1.2198,8.5656,0.8151,1.5391,1.0969,2.507,0.9413
326,Canton,OH,653888,2.4974224362376,3.91469693863079,16.2888749415619,173.1755,62.4429,108.0852,39.1376,22.4114,37.6558,23.7827,0.5392,9.2947,5.7887,1.578,1.3406,1.9173,12.6782,1.3672,27.6766,0.3965,6.3686,2.9345,2.5,0.6118,23.8058,1.1511,1.2424,0.5778,1.8661,56.7099,4.457,6.4491,2.6333,3.0811,10.8751,0.8946,6.1171,1.232,9.3092,1.1542,1.2499,0.7103,2.4009,0.4727
327,Cincinnati,OH,1642257,2.67506636125109,4.19845458229288,15.4990082758529,214.3362,76.7408,135.0157,47.687,24.4955,42.6095,49.7942,1.6311,11.221,6.786,1.4648,1.3457,2.4255,9.4711,1.2087,26.559,1.2743,7.2041,3.3412,3.268,0.9782,30.4944,0.8415,2.302,1.3778,3.4654,60.5221,4.2441,6.4683,3.4303,4.9111,19.6894,1.3461,11.9978,1.3351,9.8698,1.153,2.5659,1.3032,2.777,0.9172
328,Cleveland,OH,2125136,2.60681476328037,4.95950836673078,19.5344319118417,218.1325,76.4124,139.3652,54.8913,25.0973,40.9993,57.3875,1.0675,11.8787,8.6727,1.1403,1.9493,3.8351,9.9383,1.4078,22.5297,1.2641,7.4831,4.3505,3.5141,2.1374,35.6294,1.4595,1.477,1.5242,5.4212,55.2925,4.8988,5.8396,2.3384,6.5659,18.2471,1.7857,11.5749,2.3682,11.4655,1.1864,1.9882,2.1614,2.7575,1.217
